time,target
2011-06-03 12:00:00,1.4614099999999999
2011-06-06 00:00:00,1.45777
2011-06-06 12:00:00,1.46655
2011-06-07 00:00:00,1.46871
2011-06-07 12:00:00,1.4665
2011-06-08 00:00:00,1.4577499999999999
2011-06-08 12:00:00,1.46161
2011-06-09 00:00:00,1.45118
2011-06-09 12:00:00,1.44811
2011-06-10 00:00:00,1.43458
2011-06-10 12:00:00,1.4352800000000001
2011-06-13 00:00:00,1.44157
2011-06-13 12:00:00,1.44509
2011-06-14 00:00:00,1.44425
2011-06-14 12:00:00,1.43148
2011-06-15 00:00:00,1.41622
2011-06-15 12:00:00,1.41063
2011-06-16 00:00:00,1.42149
2011-06-16 12:00:00,1.42304
2011-06-17 00:00:00,1.42858
2011-06-17 12:00:00,1.42269
2011-06-20 00:00:00,1.43078
2011-06-20 12:00:00,1.43272
2011-06-21 00:00:00,1.43977
2011-06-21 12:00:00,1.43654
2011-06-22 00:00:00,1.4335
2011-06-22 12:00:00,1.42447
2011-06-23 00:00:00,1.42634
2011-06-23 12:00:00,1.4272
2011-06-24 00:00:00,1.41865
2011-06-24 12:00:00,1.41956
2011-06-27 00:00:00,1.42872
2011-06-27 12:00:00,1.4268
2011-06-28 00:00:00,1.43672
2011-06-28 12:00:00,1.44032
2011-06-29 00:00:00,1.44342
2011-06-29 12:00:00,1.44673
2011-06-30 00:00:00,1.44906
2011-06-30 12:00:00,1.44962
2011-07-01 00:00:00,1.4524599999999999
2011-07-01 12:00:00,1.4522300000000001
2011-07-04 00:00:00,1.45388
2011-07-04 12:00:00,1.44788
2011-07-05 00:00:00,1.44231
2011-07-05 12:00:00,1.4361
2011-07-06 00:00:00,1.43158
2011-07-06 12:00:00,1.42984
2011-07-07 00:00:00,1.43577
2011-07-07 12:00:00,1.42444
2011-07-08 00:00:00,1.42632
2011-07-08 12:00:00,1.41229
2011-07-11 00:00:00,1.40469
2011-07-11 12:00:00,1.39188
2011-07-12 00:00:00,1.3971
2011-07-12 12:00:00,1.41068
2011-07-13 00:00:00,1.4238
2011-07-13 12:00:00,1.41899
2011-07-14 00:00:00,1.4145400000000001
2011-07-14 12:00:00,1.41717
2011-07-15 00:00:00,1.41566
2011-07-15 12:00:00,1.4053499999999999
2011-07-18 00:00:00,1.41035
2011-07-18 12:00:00,1.41736
2011-07-19 00:00:00,1.41537
2011-07-19 12:00:00,1.42062
2011-07-20 00:00:00,1.42208
2011-07-20 12:00:00,1.41688
2011-07-21 00:00:00,1.44193
2011-07-21 12:00:00,1.44048
2011-07-22 00:00:00,1.4358
2011-07-22 12:00:00,1.4405700000000001
2011-07-25 00:00:00,1.43772
2011-07-25 12:00:00,1.44744
2011-07-26 00:00:00,1.45137
2011-07-26 12:00:00,1.44852
2011-07-27 00:00:00,1.43674
2011-07-27 12:00:00,1.4300899999999999
2011-07-28 00:00:00,1.43273
2011-07-28 12:00:00,1.4289
2011-07-29 00:00:00,1.43945
2011-07-29 12:00:00,1.4443
2011-08-01 00:00:00,1.42533
2011-08-01 12:00:00,1.4179300000000001
